accuracy_auc,method,n_points,pruning_method,run_dir,seed
0.2174130018612071,bp_tard,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233851_12797082,123
0.15391792076575378,bp_tard,6,cluster_aware_stratified_twoaxis_adaptive_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260513_233851_12797082,123
0.04944554455445545,bp_tard,6,random,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000205_12797083,456
0.04356536996735583,bp_tard,6,magnitude,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000205_12797083,456
0.07470227514635444,bp_tard,6,taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000205_12797083,456
0.038484529025191686,bp_tard,6,chip,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000205_12797083,456
0.08514535345512314,bp_tard,6,composite,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000205_12797083,456
0.11809663754302356,bp_tard,6,cluster_aware,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000205_12797083,456
0.16116029803086745,bp_tard,6,cap_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000205_12797083,456
0.23111154869611492,bp_tard,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000205_12797083,456
0.14676093666844062,bp_tard,6,cluster_aware_stratified_twoaxis_adaptive_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000205_12797083,456
0.04724439812402293,bp_tard,6,random,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000701_12797084,789
0.03814869102808835,bp_tard,6,magnitude,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000701_12797084,789
0.06067653088391906,bp_tard,6,taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000701_12797084,789
0.04744031772117228,bp_tard,6,chip,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000701_12797084,789
0.070116285258116,bp_tard,6,composite,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000701_12797084,789
0.11423777246145664,bp_tard,6,cluster_aware,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000701_12797084,789
0.18923233493077743,bp_tard,6,cap_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000701_12797084,789
0.23440274227902022,bp_tard,6,composite_twoaxis_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000701_12797084,789
0.16899822949946755,bp_tard,6,cluster_aware_stratified_twoaxis_adaptive_ixy_hybrid_taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_000701_12797084,789
0.04748202188639916,bp_tard,6,random,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_001500_12797085,1011
0.03647253405994551,bp_tard,6,magnitude,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_001500_12797085,1011
0.07036334041987775,bp_tard,6,taylor,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_001500_12797085,1011
0.0488716557017544,bp_tard,6,chip,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_001500_12797085,1011
0.054464283809015746,bp_tard,6,composite,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_001500_12797085,1011
0.09725910304324611,bp_tard,6,cluster_aware,results/learning_rules/resnet18_cifar100/lr_resnet18_cifar100_bp_tard_20260514_001500_12797085,1011
